order_id,order_date,revenue,region,product_category,customer_type,marketing_channel,units,discount_percent,gross_margin,payment_method
ORD-FCUQ-001346,2025-01-29,138.61,Central,Accessories,Returning,Social,5,1.44,77.81,Card
ORD-JGBC-001347,2025-01-29,87.24,Central,Sports,Returning,Paid Search,1,10.87,33.81,Wallet
ORD-PBVC-001348,2025-01-29,184.30,South,Home,Returning,Email,2,13.05,60.50,Bank Transfer
ORD-QOML-001349,2025-01-29,57.52,West,Accessories,New,Organic,2,3.54,30.25,Card
ORD-TVRJ-001350,2025-01-29,441.37,Central,Electronics,Returning,Referral,2,9.60,101.61,COD
ORD-TJZM-001351,2025-01-29,77.06,North,Sports,Returning,Organic,1,15.13,24.25,Wallet
ORD-ODOZ-001352,2025-01-29,527.70,North,Electronics,New,Social,3,7.85,121.26,Wallet
ORD-ZIBN-001353,2025-01-29,172.27,East,Electronics,New,Social,1,12.51,33.15,Card
ORD-IABI-001354,2025-01-29,69.83,South,Sports,New,Paid Search,1,19.00,20.63,Card
ORD-UGPT-001355,2025-01-29,131.28,North,Sports,Returning,Organic,2,0.01,56.90,Card
ORD-STHR-001356,2025-01-29,21.55,Central,Accessories,New,Organic,1,7.92,10.88,Wallet
ORD-UMEV-001357,2025-01-29,187.33,East,Sports,New,Social,2,9.66,63.82,Card
ORD-WIYA-001358,2025-01-29,395.61,North,Sports,Returning,Social,5,7.28,149.13,Bank Transfer
ORD-VBPI-001359,2025-01-29,81.38,South,Sports,New,Social,1,4.44,29.26,Card
ORD-QWSG-001360,2025-01-29,41.49,South,Accessories,New,Email,2,12.65,20.98,Card
ORD-AQVX-001361,2025-01-29,245.74,West,Home,Returning,Social,3,13.73,77.81,COD
ORD-MJUM-001362,2025-01-29,95.31,South,Beauty,New,Paid Search,3,12.50,42.68,Card
ORD-ZZAJ-001363,2025-01-29,312.63,East,Apparel,Returning,Referral,5,8.06,127.70,Card
ORD-DYLW-001364,2025-01-29,158.38,West,Sports,New,Organic,2,8.47,61.15,Wallet
ORD-MHCU-001365,2025-01-29,86.20,Central,Home,New,Paid Search,1,9.02,27.57,Bank Transfer
ORD-DEXS-001366,2025-01-29,252.57,West,Apparel,Returning,Organic,5,14.04,95.17,Bank Transfer
ORD-ZDCP-001367,2025-01-29,216.95,East,Apparel,New,Email,5,11.82,81.38,Card
ORD-UYZT-001368,2025-01-29,139.13,East,Beauty,Returning,Organic,4,12.98,61.50,Card
ORD-QBLF-001369,2025-01-29,89.81,East,Home,New,Social,1,6.37,32.47,Card
ORD-OGUH-001370,2025-01-29,161.48,North,Sports,Returning,Organic,2,3.13,67.83,COD
ORD-WQXG-001371,2025-01-29,216.48,East,Sports,Returning,Email,2,7.51,75.72,COD
ORD-OCVC-001372,2025-01-29,72.85,North,Beauty,Returning,Organic,2,3.87,37.78,Bank Transfer
ORD-WZFY-001373,2025-01-29,141.76,South,Sports,New,Social,2,10.03,48.49,Wallet
ORD-JKFR-001374,2025-01-29,54.69,East,Accessories,Returning,Referral,2,9.77,26.96,COD
ORD-QBZO-001375,2025-01-29,164.62,West,Electronics,Returning,Organic,1,5.90,45.96,Card
ORD-FNOG-001376,2025-01-29,26.93,Central,Accessories,New,Referral,1,10.19,13.70,Card
ORD-FVJT-001377,2025-01-29,50.18,Central,Apparel,Returning,Social,1,11.41,21.79,Card
ORD-VJLA-001378,2025-01-29,26.17,East,Accessories,Returning,Email,1,5.21,13.18,Card
ORD-NAYP-001379,2025-01-29,53.72,South,Accessories,Returning,Organic,2,4.63,27.86,Wallet
ORD-LNHT-001380,2025-01-29,31.34,East,Accessories,Returning,Paid Search,1,7.80,15.96,Card
ORD-LTNB-001381,2025-01-29,506.78,North,Home,Returning,Organic,5,1.89,196.24,Card
ORD-RXXJ-001382,2025-01-29,97.02,West,Sports,Returning,Paid Search,1,11.63,33.15,Card
ORD-OONE-001383,2025-01-29,405.36,East,Home,New,Social,5,9.33,119.90,Wallet
ORD-GGFV-001384,2025-01-29,199.48,West,Electronics,New,Paid Search,1,8.15,41.93,Card
ORD-TXKM-001385,2025-01-29,70.31,South,Sports,New,Email,1,15.87,23.45,COD
ORD-SCID-001386,2025-01-29,183.10,North,Electronics,Returning,Paid Search,1,5.77,46.82,COD
ORD-TSTI-001387,2025-01-29,372.45,West,Sports,New,Referral,5,14.51,125.12,Bank Transfer
ORD-GIGD-001388,2025-01-29,166.87,East,Home,Returning,Organic,2,6.76,52.25,Card
ORD-MFKO-001389,2025-01-29,189.93,West,Electronics,Returning,Referral,1,12.55,44.83,Card
ORD-WKXE-001390,2025-01-29,56.98,Central,Apparel,New,Referral,1,8.96,22.57,Wallet
ORD-TZFA-001391,2025-01-29,32.87,South,Beauty,Returning,Organic,1,6.62,16.47,Bank Transfer
ORD-CUXV-001392,2025-01-29,155.11,East,Beauty,Returning,Organic,4,6.36,75.81,Card
ORD-GLXD-001393,2025-01-29,63.72,West,Home,New,Email,1,18.00,20.59,Card
ORD-IJGK-001394,2025-01-30,181.62,East,Electronics,New,Paid Search,1,11.54,44.39,Bank Transfer
ORD-AIHO-001395,2025-01-30,382.01,East,Electronics,New,Social,2,12.53,80.35,Wallet
ORD-RSBC-001396,2025-01-30,143.70,East,Sports,Returning,Organic,2,11.24,54.70,Wallet
ORD-AMHK-001397,2025-01-30,226.10,Central,Home,Returning,Social,3,8.46,78.00,Wallet
ORD-FWNY-001398,2025-01-30,310.38,West,Electronics,Returning,Email,2,6.50,66.96,Card
ORD-CPSA-001399,2025-01-30,950.80,Central,Electronics,Returning,Organic,5,13.91,181.85,Bank Transfer
ORD-OFEW-001400,2025-01-30,179.71,West,Electronics,Returning,Social,1,9.43,39.93,Bank Transfer
ORD-UVFR-001401,2025-01-30,27.00,West,Beauty,New,Paid Search,1,19.38,11.02,Card
ORD-UFJW-001402,2025-01-30,139.04,East,Beauty,New,Referral,4,16.14,59.71,Card
ORD-TRNN-001403,2025-01-30,473.31,East,Electronics,New,Social,3,15.22,95.61,Card
ORD-KBYJ-001404,2025-01-30,34.05,Central,Accessories,Returning,Email,1,0.59,18.67,Wallet
ORD-XTNL-001405,2025-01-30,254.79,South,Electronics,Returning,Paid Search,1,1.44,67.71,Card
ORD-TVFC-001406,2025-01-30,118.37,South,Apparel,New,Paid Search,2,8.66,48.06,Card
ORD-OTSH-001407,2025-01-30,198.55,East,Electronics,Returning,Organic,1,7.71,47.96,Wallet
ORD-TMRW-001408,2025-01-30,63.71,Central,Beauty,New,Email,2,15.55,26.33,Wallet
ORD-KKXJ-001409,2025-01-30,77.63,West,Sports,New,Referral,1,15.55,26.84,Card
ORD-QVBB-001410,2025-01-30,61.32,Central,Apparel,New,Paid Search,1,4.64,29.11,Card
ORD-MAFY-001411,2025-01-30,72.88,North,Sports,New,Organic,1,11.93,24.99,Card
ORD-VFQR-001412,2025-01-30,61.88,South,Apparel,Returning,Organic,1,4.51,26.60,Card
ORD-BXKM-001413,2025-01-30,60.64,South,Apparel,Returning,Organic,1,5.37,26.28,Bank Transfer
ORD-EHTD-001414,2025-01-30,337.21,East,Home,New,Paid Search,5,15.29,99.79,Card
ORD-ITUB-001415,2025-01-30,155.42,North,Home,New,Referral,2,13.41,44.96,COD
ORD-EJAA-001416,2025-01-30,23.33,East,Accessories,Returning,Organic,1,10.61,11.28,Card
ORD-DOEZ-001417,2025-01-30,109.22,North,Home,Returning,Paid Search,1,3.23,41.50,Bank Transfer
ORD-CTDW-001418,2025-01-30,421.43,West,Electronics,Returning,Paid Search,2,9.85,103.42,Wallet
ORD-MNOS-001419,2025-01-30,146.96,East,Beauty,Returning,Paid Search,3,7.20,69.37,Card
ORD-MBUR-001420,2025-01-30,52.10,North,Apparel,New,Paid Search,1,9.30,22.98,Card
ORD-DTCO-001421,2025-01-30,56.35,North,Apparel,New,Paid Search,1,14.40,20.38,Wallet
ORD-VXLT-001422,2025-01-30,35.22,West,Beauty,Returning,Organic,1,11.95,15.44,Bank Transfer
ORD-PUNP-001423,2025-01-30,379.05,Central,Home,Returning,Email,4,8.20,118.84,Wallet
ORD-UKBF-001424,2025-01-30,401.03,Central,Electronics,New,Paid Search,2,8.08,95.01,Card
ORD-IGMC-001425,2025-01-30,53.19,West,Apparel,Returning,Organic,1,3.09,23.83,Wallet
ORD-ZNIN-001426,2025-01-30,221.01,North,Beauty,Returning,Organic,5,7.93,100.68,Card
ORD-EVVZ-001427,2025-01-30,56.62,South,Accessories,Returning,Referral,2,5.81,29.85,Bank Transfer
ORD-KNBA-001428,2025-01-30,41.16,Central,Accessories,New,Social,2,9.09,19.44,Card
ORD-ZWVJ-001429,2025-01-30,70.00,South,Accessories,New,Organic,3,12.49,32.97,Card
ORD-YZSU-001430,2025-01-30,129.77,East,Accessories,Returning,Organic,5,8.64,71.31,Card
ORD-GION-001431,2025-01-30,363.93,West,Electronics,Returning,Email,2,17.43,64.10,Wallet
ORD-GGAH-001432,2025-01-30,345.14,Central,Electronics,New,Social,2,11.69,75.25,COD
ORD-ZKZK-001433,2025-01-30,328.54,Central,Electronics,New,Social,2,12.46,70.98,Card
ORD-WXKH-001434,2025-01-30,77.67,South,Beauty,New,Paid Search,2,10.11,34.16,Card
ORD-BDMR-001435,2025-01-30,166.31,North,Home,Returning,Referral,2,12.08,49.43,Wallet
ORD-KQGL-001436,2025-01-30,585.45,West,Electronics,New,Social,4,10.07,131.03,Wallet
ORD-JQLR-001437,2025-01-30,58.74,North,Accessories,Returning,Organic,2,0.88,32.32,Card
ORD-MSEB-001438,2025-01-30,179.88,West,Electronics,Returning,Referral,1,20.75,32.29,Card
ORD-WKOK-001439,2025-01-30,84.82,West,Sports,Returning,Organic,1,9.86,30.18,Wallet
ORD-AHTW-001440,2025-01-30,155.02,East,Home,New,Social,2,6.77,49.42,Wallet
ORD-JFCJ-001441,2025-01-30,49.64,West,Accessories,New,Social,2,7.61,25.11,COD
ORD-HSKU-001442,2025-01-30,176.36,North,Apparel,New,Paid Search,3,6.39,80.44,Card
ORD-FNKS-001443,2025-01-30,283.21,South,Home,Returning,Email,3,6.51,94.92,Wallet
ORD-GGWU-001444,2025-01-30,232.81,West,Home,Returning,Organic,3,11.80,76.70,Card
ORD-UYMK-001445,2025-01-30,34.07,East,Beauty,New,Organic,1,6.09,15.92,Bank Transfer
ORD-VCEB-001446,2025-01-30,578.29,North,Electronics,Returning,Email,3,10.19,139.51,Card
ORD-WWIK-001447,2025-01-30,76.37,North,Home,New,Paid Search,1,10.80,23.06,Card
ORD-EXWT-001448,2025-01-31,289.45,North,Home,Returning,Organic,3,2.42,103.96,Wallet
ORD-LCRX-001449,2025-01-31,591.84,East,Electronics,New,Email,3,6.25,165.57,Card
ORD-FOZC-001450,2025-01-31,122.77,South,Accessories,New,Social,5,10.88,58.14,Card
ORD-SOOV-001451,2025-01-31,91.58,Central,Sports,Returning,Paid Search,1,5.10,35.89,Bank Transfer
ORD-JKIY-001452,2025-01-31,59.09,Central,Apparel,New,Organic,1,6.01,24.77,COD
ORD-BQIM-001453,2025-01-31,26.13,West,Accessories,New,Paid Search,1,11.03,12.27,COD
ORD-MUWX-001454,2025-01-31,25.63,South,Accessories,Returning,Organic,1,5.98,13.71,COD
ORD-KYIS-001455,2025-01-31,134.74,East,Home,New,Paid Search,2,8.45,49.40,Card
ORD-TAWJ-001456,2025-01-31,82.83,South,Accessories,New,Email,4,13.40,38.27,COD
ORD-MKYA-001457,2025-01-31,97.74,North,Home,Returning,Paid Search,1,12.73,27.57,Bank Transfer
ORD-BGYG-001458,2025-01-31,68.71,South,Beauty,Returning,Organic,2,5.82,33.11,Card
ORD-EJGA-001459,2025-01-31,47.39,East,Apparel,Returning,Paid Search,1,9.49,17.75,Card
ORD-JBBW-001460,2025-01-31,108.41,Central,Accessories,Returning,Paid Search,4,15.22,52.13,Card
ORD-KFGM-001461,2025-01-31,198.09,North,Apparel,New,Social,4,16.26,73.84,COD
ORD-OJBP-001462,2025-01-31,137.95,West,Home,New,Social,2,10.88,43.33,Wallet
ORD-AJMI-001463,2025-01-31,36.53,North,Beauty,Returning,Email,1,3.29,17.88,COD
ORD-JWPN-001464,2025-01-31,39.82,East,Beauty,Returning,Email,1,9.97,18.83,Card
ORD-RFME-001465,2025-01-31,71.45,North,Home,Returning,Paid Search,1,11.95,20.52,Card
ORD-EHXQ-001466,2025-01-31,66.92,West,Beauty,New,Referral,2,9.38,30.76,Wallet
ORD-KTAZ-001467,2025-01-31,51.90,South,Apparel,New,Referral,1,7.40,22.49,Card
ORD-ZOXI-001468,2025-01-31,791.14,South,Electronics,New,Referral,4,9.02,172.89,COD
ORD-QNYL-001469,2025-01-31,160.93,North,Electronics,New,Organic,1,10.49,30.68,Bank Transfer
ORD-OMYL-001470,2025-01-31,51.09,East,Accessories,Returning,Organic,2,5.11,26.06,Bank Transfer
ORD-CKEA-001471,2025-01-31,160.89,Central,Home,Returning,Email,2,9.94,50.70,COD
ORD-IYAT-001472,2025-01-31,116.43,West,Sports,New,Social,2,13.34,37.45,Card
ORD-RFPF-001473,2025-01-31,154.68,North,Apparel,New,Social,3,9.41,59.20,Card
ORD-KIIS-001474,2025-01-31,81.26,South,Sports,New,Email,1,9.83,28.49,Card
ORD-OUMN-001475,2025-01-31,76.48,Central,Sports,Returning,Email,1,9.34,25.99,Card
ORD-ATOH-001476,2025-01-31,325.56,West,Home,New,Social,5,16.08,87.92,Card
ORD-CCYQ-001477,2025-01-31,43.27,South,Apparel,New,Social,1,14.99,15.98,COD
ORD-QQDL-001478,2025-01-31,435.46,South,Home,Returning,Paid Search,4,5.62,155.90,Card
ORD-APSA-001479,2025-01-31,100.58,North,Apparel,Returning,Email,2,7.64,43.08,Card
ORD-MTMX-001480,2025-01-31,38.56,South,Beauty,Returning,Social,1,5.25,18.46,Card
ORD-NGOG-001481,2025-01-31,95.37,South,Apparel,Returning,Referral,2,8.22,38.88,Card
ORD-LPEN-001482,2025-01-31,83.57,Central,Accessories,Returning,Social,4,12.02,40.49,Wallet
ORD-ZFWY-001483,2025-01-31,107.40,East,Apparel,New,Social,2,10.83,41.22,Wallet
ORD-ZDND-001484,2025-01-31,166.20,East,Sports,Returning,Organic,2,11.29,58.09,Bank Transfer
ORD-UHOA-001485,2025-01-31,192.29,West,Home,Returning,Organic,2,9.32,69.39,Card
ORD-PDWL-001486,2025-01-31,67.45,South,Accessories,Returning,Organic,3,5.54,33.98,COD
ORD-AVNL-001487,2025-01-31,249.15,Central,Home,New,Email,3,9.87,71.61,Card
ORD-OHVE-001488,2025-01-31,39.01,South,Beauty,Returning,Paid Search,1,9.04,17.29,Card
ORD-GHZG-001489,2025-01-31,100.43,East,Apparel,New,Social,2,7.82,38.66,COD
ORD-QFJX-001490,2025-01-31,237.32,East,Home,New,Email,4,16.70,68.09,Card
ORD-JPCF-001491,2025-01-31,49.15,North,Apparel,New,Organic,1,10.39,19.05,Wallet
ORD-XGYL-001492,2025-01-31,28.87,West,Accessories,New,Paid Search,1,5.67,14.30,Wallet
ORD-MYJF-001493,2025-01-31,175.51,North,Sports,Returning,Organic,2,12.69,59.22,Card
ORD-PPGP-001494,2025-01-31,39.85,South,Beauty,Returning,Paid Search,1,5.57,19.05,Bank Transfer
ORD-RJCW-001495,2025-01-31,98.53,South,Home,Returning,Email,1,9.23,30.58,Card
ORD-SQEI-001496,2025-01-31,151.64,Central,Electronics,Returning,Social,1,5.55,39.50,Card
ORD-JYGG-001497,2025-01-31,220.62,West,Electronics,Returning,Email,1,1.94,61.40,Bank Transfer
ORD-FWNW-001498,2025-01-31,208.91,West,Electronics,New,Paid Search,1,8.08,47.07,Bank Transfer
ORD-HZFA-001499,2025-01-31,366.10,Central,Home,Returning,Email,4,7.05,124.78,Card
ORD-JRTR-001500,2025-01-31,801.69,West,Electronics,New,Paid Search,5,19.33,144.77,Card
ORD-IHGL-001501,2025-02-01,29.57,South,Accessories,New,Paid Search,1,13.33,13.17,Wallet
ORD-ODNQ-001502,2025-02-01,356.83,Central,Sports,New,Referral,4,13.51,110.47,Card
ORD-UCPK-001503,2025-02-01,76.38,North,Home,New,Referral,1,6.61,25.83,Wallet
ORD-PKIT-001504,2025-02-01,71.65,East,Sports,Returning,Paid Search,1,9.30,26.27,Wallet
ORD-QOXE-001505,2025-02-01,162.87,Central,Electronics,Returning,Paid Search,1,11.63,35.77,Card
ORD-DRTG-001506,2025-02-01,222.46,West,Apparel,Returning,Email,3,5.85,101.66,Bank Transfer
ORD-BRMZ-001507,2025-02-01,85.20,West,Home,New,Social,1,6.59,28.25,Wallet
ORD-FRXF-001508,2025-02-01,339.64,South,Electronics,New,Social,2,17.57,57.39,Card
ORD-ECAK-001509,2025-02-01,623.97,North,Electronics,Returning,Organic,3,1.04,189.64,Wallet
ORD-JSGO-001510,2025-02-01,102.84,East,Apparel,New,Referral,2,10.32,42.27,Card
ORD-QQNZ-001511,2025-02-01,23.92,East,Accessories,Returning,Organic,1,12.75,11.57,Card
ORD-HCQD-001512,2025-02-01,25.00,North,Accessories,Returning,Organic,1,4.01,12.84,COD
ORD-SKZU-001513,2025-02-01,154.76,North,Home,Returning,Social,2,10.85,47.64,Card
ORD-KLRM-001514,2025-02-01,69.52,North,Sports,New,Organic,1,10.18,26.45,Card
ORD-XCXK-001515,2025-02-01,354.58,North,Sports,New,Social,5,7.28,132.98,Card
ORD-TNJE-001516,2025-02-01,179.85,East,Sports,Returning,Paid Search,2,10.52,55.50,Bank Transfer
ORD-KOFU-001517,2025-02-01,33.49,North,Accessories,Returning,Email,1,7.42,16.46,Wallet
ORD-JVEH-001518,2025-02-01,69.37,West,Accessories,Returning,Email,3,13.16,32.98,Card
ORD-WRRB-001519,2025-02-01,108.09,North,Sports,Returning,Social,1,1.41,41.54,Card
ORD-YLCS-001520,2025-02-01,38.45,North,Beauty,Returning,Organic,1,16.25,16.22,Card
ORD-ZBRO-001521,2025-02-01,230.82,East,Home,Returning,Paid Search,2,1.90,76.84,COD
ORD-PJOK-001522,2025-02-01,851.55,East,Electronics,Returning,Organic,4,10.58,198.07,Bank Transfer
ORD-PEEQ-001523,2025-02-01,39.81,South,Beauty,Returning,Email,1,15.06,18.44,Card
ORD-KVSU-001524,2025-02-01,82.49,East,Home,New,Referral,1,17.74,20.30,Card
ORD-JWUE-001525,2025-02-01,209.46,West,Electronics,Returning,Organic,1,10.30,49.13,Card
ORD-BHCR-001526,2025-02-01,589.22,South,Electronics,Returning,Paid Search,3,5.35,161.25,Wallet
ORD-ZJMM-001527,2025-02-01,86.08,East,Accessories,Returning,Referral,4,15.88,38.76,Wallet
ORD-ODTH-001528,2025-02-01,739.62,North,Electronics,Returning,Email,3,0.31,200.13,Bank Transfer
ORD-MOYD-001529,2025-02-01,160.37,West,Electronics,New,Referral,1,10.45,36.30,Wallet
ORD-HVAQ-001530,2025-02-01,151.08,Central,Beauty,New,Paid Search,4,15.61,64.46,Card
ORD-EOVX-001531,2025-02-01,214.11,West,Electronics,New,Email,1,15.17,38.56,COD
ORD-UFSP-001532,2025-02-01,211.33,North,Apparel,New,Social,4,9.57,90.21,Card
ORD-VZMI-001533,2025-02-01,349.91,East,Sports,Returning,Email,4,3.14,131.44,COD
ORD-HPYN-001534,2025-02-01,159.50,South,Electronics,New,Organic,1,11.57,38.74,Card
ORD-BFCZ-001535,2025-02-01,46.51,South,Beauty,Returning,Paid Search,1,8.00,21.58,Card
ORD-ROUZ-001536,2025-02-01,35.70,Central,Beauty,Returning,Email,1,12.44,14.69,Card
ORD-EIPN-001537,2025-02-01,221.22,West,Electronics,Returning,Social,1,10.67,52.77,Card
ORD-QQEG-001538,2025-02-01,90.39,Central,Home,Returning,Paid Search,1,8.26,30.46,Card
ORD-DXWU-001539,2025-02-01,38.87,North,Beauty,New,Email,1,8.77,18.55,Card
ORD-XGAA-001540,2025-02-01,287.96,South,Electronics,Returning,Organic,2,14.37,51.33,Card
ORD-QBNM-001541,2025-02-01,467.28,East,Sports,New,Social,5,7.21,161.99,Card
ORD-DLYV-001542,2025-02-01,231.85,Central,Sports,Returning,Email,3,9.78,80.19,Card
ORD-BAES-001543,2025-02-01,65.22,Central,Accessories,Returning,Referral,3,11.45,32.39,Wallet
ORD-XDSR-001544,2025-02-01,128.24,South,Accessories,Returning,Social,5,1.38,70.46,Card
ORD-WDVH-001545,2025-02-02,80.51,East,Sports,Returning,Email,1,6.87,27.94,Bank Transfer
ORD-MDJL-001546,2025-02-02,887.79,North,Electronics,New,Referral,4,12.63,185.75,Bank Transfer
ORD-XIQN-001547,2025-02-02,71.96,East,Sports,New,Organic,1,10.15,25.75,Card
ORD-BKBG-001548,2025-02-02,61.54,South,Apparel,Returning,Referral,1,6.44,25.45,Card
ORD-AXMX-001549,2025-02-02,96.81,West,Apparel,New,Social,2,15.62,36.98,Card
ORD-XNNN-001550,2025-02-02,40.47,South,Apparel,New,Referral,1,14.19,15.48,Bank Transfer
ORD-HWBS-001551,2025-02-02,733.96,North,Electronics,New,Social,4,7.54,179.60,Card
ORD-CBPE-001552,2025-02-02,89.00,Central,Home,Returning,Paid Search,1,6.72,33.06,Wallet
ORD-TAKY-001553,2025-02-02,358.49,South,Home,Returning,Email,4,4.83,124.62,Card
ORD-IAXA-001554,2025-02-02,165.66,West,Electronics,New,Referral,1,8.37,43.26,Card
ORD-HWTN-001555,2025-02-02,224.29,West,Home,Returning,Organic,2,3.71,75.23,Bank Transfer
ORD-WSPY-001556,2025-02-02,256.50,North,Electronics,New,Referral,1,4.07,65.58,Card
ORD-GGVN-001557,2025-02-02,201.46,North,Home,Returning,Social,2,10.95,62.79,Card
ORD-UKWH-001558,2025-02-02,181.30,Central,Sports,Returning,Organic,2,5.72,64.59,Card
ORD-ALLA-001559,2025-02-02,226.46,West,Electronics,Returning,Paid Search,1,8.19,60.20,COD
ORD-GRTT-001560,2025-02-02,847.30,East,Electronics,New,Paid Search,5,18.57,166.02,Wallet
ORD-XPMX-001561,2025-02-02,114.97,South,Apparel,Returning,Paid Search,2,10.80,49.30,Card
ORD-VOSJ-001562,2025-02-02,239.48,South,Sports,Returning,Referral,3,12.32,76.87,Wallet
ORD-PFUP-001563,2025-02-02,82.21,North,Sports,New,Social,1,11.38,29.65,Bank Transfer
ORD-NKFT-001564,2025-02-02,97.20,West,Home,New,Referral,1,10.21,33.91,COD
ORD-SYAW-001565,2025-02-02,84.04,East,Beauty,New,Paid Search,2,8.43,39.18,Card
ORD-TAGF-001566,2025-02-02,54.20,North,Apparel,Returning,Email,1,16.38,19.01,Card
ORD-LQEO-001567,2025-02-02,127.84,South,Sports,New,Social,2,5.04,45.72,COD
ORD-TPOM-001568,2025-02-02,255.83,North,Sports,Returning,Organic,4,9.42,85.16,Card
ORD-NTZD-001569,2025-02-02,372.69,West,Home,Returning,Referral,4,6.43,128.59,Card
ORD-JYDB-001570,2025-02-02,50.67,West,Accessories,Returning,Social,2,12.65,24.47,Card
ORD-YVCH-001571,2025-02-02,56.24,North,Apparel,Returning,Email,1,9.04,23.37,Bank Transfer
ORD-JDUU-001572,2025-02-02,85.07,West,Home,New,Organic,1,10.33,27.25,Wallet
ORD-HRXR-001573,2025-02-02,54.89,North,Apparel,Returning,Organic,1,4.79,23.67,Card
ORD-KRWE-001574,2025-02-02,75.23,Central,Beauty,Returning,Paid Search,2,10.06,34.12,Bank Transfer
ORD-BQLG-001575,2025-02-02,82.91,East,Home,New,Paid Search,1,14.17,21.88,Wallet
ORD-GMWZ-001576,2025-02-02,50.88,Central,Accessories,Returning,Paid Search,2,15.39,21.81,Card
ORD-XHOU-001577,2025-02-02,61.10,South,Apparel,Returning,Paid Search,1,11.38,23.61,Wallet
ORD-IQNR-001578,2025-02-02,518.75,East,Electronics,New,Paid Search,3,7.02,127.13,COD
ORD-PDON-001579,2025-02-02,82.18,South,Sports,Returning,Referral,1,6.56,28.98,Wallet
ORD-EIEC-001580,2025-02-02,39.38,East,Beauty,New,Social,1,8.41,18.71,Card
ORD-TMSO-001581,2025-02-03,96.13,Central,Home,Returning,Organic,1,0.39,38.43,Bank Transfer
ORD-UQYP-001582,2025-02-03,204.79,Central,Apparel,Returning,Organic,4,6.48,87.51,Card
ORD-UGKM-001583,2025-02-03,106.35,East,Sports,Returning,Email,1,0.58,45.08,Card
ORD-RBQG-001584,2025-02-03,281.88,North,Sports,Returning,Organic,3,8.40,109.92,Card
ORD-KQPK-001585,2025-02-03,221.49,North,Electronics,Returning,Organic,1,9.47,50.25,Card
ORD-FGKO-001586,2025-02-03,77.11,South,Sports,New,Referral,1,14.23,25.69,COD
ORD-SYEN-001587,2025-02-03,54.69,South,Apparel,New,Organic,1,9.76,19.05,COD
ORD-TWQG-001588,2025-02-03,54.15,North,Home,New,Paid Search,1,15.39,16.08,Card
ORD-DGJW-001589,2025-02-03,82.70,West,Beauty,New,Social,2,2.96,41.50,Card
ORD-AIAE-001590,2025-02-03,396.77,Central,Electronics,Returning,Paid Search,2,9.95,82.40,Wallet
ORD-RNKD-001591,2025-02-03,29.44,South,Accessories,Returning,Email,1,7.24,15.00,Card
ORD-IYUE-001592,2025-02-03,60.43,South,Beauty,Returning,Organic,2,11.02,26.24,Bank Transfer
ORD-FAME-001593,2025-02-03,86.25,Central,Accessories,Returning,Email,4,11.84,41.43,Card
ORD-DHRH-001594,2025-02-03,597.29,North,Electronics,New,Paid Search,3,9.59,141.19,Wallet
ORD-TPQS-001595,2025-02-03,28.93,North,Accessories,Returning,Paid Search,1,1.74,15.89,Wallet
ORD-WBMT-001596,2025-02-03,400.96,East,Sports,New,Referral,4,5.76,151.80,COD
ORD-EMKW-001597,2025-02-03,123.89,West,Apparel,Returning,Email,2,10.58,48.92,Wallet
ORD-YTIN-001598,2025-02-03,165.04,Central,Sports,Returning,Paid Search,2,6.39,64.15,Wallet
ORD-EHGN-001599,2025-02-03,375.91,East,Electronics,New,Referral,2,15.23,51.59,Wallet
ORD-IHSY-001600,2025-02-03,75.69,South,Beauty,Returning,Paid Search,2,2.51,36.08,Card
ORD-UCLT-001601,2025-02-03,57.23,Central,Accessories,Returning,Paid Search,2,10.19,26.44,Bank Transfer
ORD-DXRW-001602,2025-02-03,110.17,West,Apparel,Returning,Email,2,12.11,43.08,COD
ORD-AMJA-001603,2025-02-03,32.80,East,Beauty,New,Social,1,15.10,14.03,Wallet
ORD-UNWD-001604,2025-02-03,154.59,North,Apparel,New,Organic,4,15.74,59.10,Bank Transfer
ORD-RQTE-001605,2025-02-03,440.72,Central,Sports,Returning,Referral,5,13.97,126.57,Card
ORD-QOKG-001606,2025-02-03,71.99,East,Beauty,New,Organic,2,15.20,29.36,Card
ORD-GKIP-001607,2025-02-03,518.08,Central,Electronics,Returning,Organic,3,16.83,99.67,Wallet
ORD-NWEK-001608,2025-02-03,823.70,East,Electronics,Returning,Referral,4,3.15,243.01,Card
ORD-LMAW-001609,2025-02-03,573.42,Central,Electronics,New,Referral,3,6.31,151.55,COD
ORD-TWDS-001610,2025-02-03,134.31,East,Beauty,Returning,Paid Search,3,8.30,60.90,COD
ORD-IDBP-001611,2025-02-03,118.68,East,Apparel,Returning,Email,2,2.98,51.12,Card
ORD-EVRW-001612,2025-02-03,47.80,North,Beauty,Returning,Email,1,9.27,24.33,Card
ORD-DULX-001613,2025-02-03,39.97,North,Beauty,Returning,Organic,1,9.02,17.38,Card
ORD-FXMK-001614,2025-02-03,97.87,West,Home,Returning,Email,1,3.23,37.27,Card
ORD-QJRZ-001615,2025-02-03,84.37,East,Home,Returning,Email,1,10.74,26.50,Card
ORD-EJJN-001616,2025-02-03,71.20,West,Beauty,Returning,Email,2,7.93,33.00,COD
ORD-JXTX-001617,2025-02-03,25.42,South,Accessories,Returning,Paid Search,1,13.17,11.61,Card
ORD-YOZC-001618,2025-02-03,142.69,West,Apparel,New,Referral,3,15.83,50.61,Card
